year,epiweek,Nextstrain_clade,clade_samples,total_samples,epiweek_year,epidate,clade_pct
2021,32,21F (Iota),2,8940,2021_32,2021-08-08,2.2371364653243848e-4
2021,32,21G (Lambda),4,8940,2021_32,2021-08-08,4.4742729306487697e-4
2021,32,21H (Mu),13,8940,2021_32,2021-08-08,0.0014541387024608501
2021,32,21I (Delta),890,8940,2021_32,2021-08-08,0.09955257270693513
2021,32,21J (Delta),7088,8940,2021_32,2021-08-08,0.792841163310962
2021,32,recombinant,6,8940,2021_32,2021-08-08,6.711409395973154e-4
2021,33,20A,6,4759,2021_33,2021-08-15,0.0012607690691321706
2021,33,20B,1,4759,2021_33,2021-08-15,2.101281781886951e-4
2021,33,20C,2,4759,2021_33,2021-08-15,4.202563563773902e-4
2021,33,"20I (Alpha, V1)",9,4759,2021_33,2021-08-15,0.001891153603698256
2021,33,"20J (Gamma, V3)",11,4759,2021_33,2021-08-15,0.002311409960075646
2021,33,21A (Delta),274,4759,2021_33,2021-08-15,0.05757512082370246
2021,33,21C (Epsilon),8,4759,2021_33,2021-08-15,0.0016810254255095608
2021,33,21F (Iota),1,4759,2021_33,2021-08-15,2.101281781886951e-4
2021,33,21G (Lambda),2,4759,2021_33,2021-08-15,4.202563563773902e-4
2021,33,21H (Mu),17,4759,2021_33,2021-08-15,0.0035721790292078167
2021,33,21I (Delta),487,4759,2021_33,2021-08-15,0.10233242277789452
2021,33,21J (Delta),3940,4759,2021_33,2021-08-15,0.8279050220634587
2021,33,recombinant,1,4759,2021_33,2021-08-15,2.101281781886951e-4
2021,34,20A,42,6035,2021_34,2021-08-22,0.0069594034797017396
2021,34,20B,1,6035,2021_34,2021-08-22,1.6570008285004143e-4
2021,34,20C,10,6035,2021_34,2021-08-22,0.0016570008285004142
2021,34,20G,19,6035,2021_34,2021-08-22,0.003148301574150787
2021,34,"20I (Alpha, V1)",1,6035,2021_34,2021-08-22,1.6570008285004143e-4
2021,34,"20J (Gamma, V3)",7,6035,2021_34,2021-08-22,0.00115990057995029
2021,34,21A (Delta),350,6035,2021_34,2021-08-22,0.0579950289975145
2021,34,21C (Epsilon),1,6035,2021_34,2021-08-22,1.6570008285004143e-4
2021,34,21F (Iota),1,6035,2021_34,2021-08-22,1.6570008285004143e-4
2021,34,21H (Mu),4,6035,2021_34,2021-08-22,6.628003314001657e-4
2021,34,21I (Delta),499,6035,2021_34,2021-08-22,0.08268434134217068
2021,34,21J (Delta),5099,6035,2021_34,2021-08-22,0.8449047224523613
2021,34,recombinant,1,6035,2021_34,2021-08-22,1.6570008285004143e-4
2021,35,19A,3,7195,2021_35,2021-08-29,4.169562195969423e-4
2021,35,19B,2,7195,2021_35,2021-08-29,2.779708130646282e-4
2021,35,20A,43,7195,2021_35,2021-08-29,0.005976372480889507
2021,35,20B,1,7195,2021_35,2021-08-29,1.389854065323141e-4
2021,35,20C,33,7195,2021_35,2021-08-29,0.0045865184155663655
2021,35,20G,21,7195,2021_35,2021-08-29,0.0029186935371785963
2021,35,"20I (Alpha, V1)",4,7195,2021_35,2021-08-29,5.559416261292564e-4
2021,35,"20J (Gamma, V3)",6,7195,2021_35,2021-08-29,8.339124391938846e-4
2021,35,21A (Delta),323,7195,2021_35,2021-08-29,0.044892286309937454
2021,35,21G (Lambda),2,7195,2021_35,2021-08-29,2.779708130646282e-4
2021,35,21H (Mu),6,7195,2021_35,2021-08-29,8.339124391938846e-4
2021,35,21I (Delta),537,7195,2021_35,2021-08-29,0.07463516330785268
2021,35,21J (Delta),6208,7195,2021_35,2021-08-29,0.862821403752606
2021,35,recombinant,6,7195,2021_35,2021-08-29,8.339124391938846e-4
2021,36,19A,2,7818,2021_36,2021-09-05,2.5581990278843696e-4
2021,36,20A,152,7818,2021_36,2021-09-05,0.019442312611921208
2021,36,20B,1,7818,2021_36,2021-09-05,1.2790995139421848e-4
2021,36,20C,31,7818,2021_36,2021-09-05,0.003965208493220773
2021,36,20G,23,7818,2021_36,2021-09-05,0.002941928882067025
2021,36,"20I (Alpha, V1)",3,7818,2021_36,2021-09-05,3.837298541826554e-4
2021,36,21A (Delta),350,7818,2021_36,2021-09-05,0.04476848298797646
2021,36,21H (Mu),5,7818,2021_36,2021-09-05,6.395497569710924e-4
2021,36,21I (Delta),619,7818,2021_36,2021-09-05,0.07917625991302123
2021,36,21J (Delta),6631,7818,2021_36,2021-09-05,0.8481708876950627
2021,36,recombinant,1,7818,2021_36,2021-09-05,1.2790995139421848e-4
2021,37,19A,7,7952,2021_37,2021-09-12,8.802816901408451e-4
2021,37,20A,82,7952,2021_37,2021-09-12,0.010311871227364185
2021,37,20B,5,7952,2021_37,2021-09-12,6.287726358148893e-4
2021,37,20C,11,7952,2021_37,2021-09-12,0.0013832997987927565
2021,37,20G,24,7952,2021_37,2021-09-12,0.0030181086519114686
2021,37,"20I (Alpha, V1)",1,7952,2021_37,2021-09-12,1.2575452716297788e-4
2021,37,21A (Delta),344,7952,2021_37,2021-09-12,0.043259557344064385
2021,37,21C (Epsilon),73,7952,2021_37,2021-09-12,0.009180080482897384
2021,37,21H (Mu),8,7952,2021_37,2021-09-12,0.001006036217303823
2021,37,21I (Delta),552,7952,2021_37,2021-09-12,0.06941649899396378
2021,37,21J (Delta),6844,7952,2021_37,2021-09-12,0.8606639839034205
2021,37,recombinant,1,7952,2021_37,2021-09-12,1.2575452716297788e-4
2021,38,19A,2,7109,2021_38,2021-09-19,2.813335208890139e-4
2021,38,20A,12,7109,2021_38,2021-09-19,0.0016880011253340836
2021,38,20G,2,7109,2021_38,2021-09-19,2.813335208890139e-4
2021,38,"20I (Alpha, V1)",3,7109,2021_38,2021-09-19,4.220002813335209e-4
2021,38,21A (Delta),260,7109,2021_38,2021-09-19,0.03657335771557181
2021,38,21H (Mu),7,7109,2021_38,2021-09-19,9.846673231115486e-4
2021,38,21I (Delta),448,7109,2021_38,2021-09-19,0.06301870867913911
2021,38,21J (Delta),6375,7109,2021_38,2021-09-19,0.8967505978337319
2021,39,19A,4,6472,2021_39,2021-09-26,6.180469715698393e-4
2021,39,20A,7,6472,2021_39,2021-09-26,0.0010815822002472187
2021,39,20C,1,6472,2021_39,2021-09-26,1.5451174289245981e-4
2021,39,"20I (Alpha, V1)",1,6472,2021_39,2021-09-26,1.5451174289245981e-4
2021,39,"20J (Gamma, V3)",1,6472,2021_39,2021-09-26,1.5451174289245981e-4
2021,39,21A (Delta),170,6472,2021_39,2021-09-26,0.02626699629171817
2021,39,21H (Mu),3,6472,2021_39,2021-09-26,4.635352286773795e-4
2021,39,21I (Delta),319,6472,2021_39,2021-09-26,0.049289245982694685
2021,39,21J (Delta),5966,6472,2021_39,2021-09-26,0.9218170580964153
2021,40,20A,18,6428,2021_40,2021-10-03,0.0028002489110143126
2021,40,21A (Delta),122,6428,2021_40,2021-10-03,0.018979464841319228
2021,40,21H (Mu),1,6428,2021_40,2021-10-03,1.5556938394523958e-4
2021,40,21I (Delta),299,6428,2021_40,2021-10-03,0.04651524579962663
2021,40,21J (Delta),5988,6428,2021_40,2021-10-03,0.9315494710640946
2021,41,19A,1,6074,2021_41,2021-10-10,1.6463615409944023e-4
2021,41,20A,30,6074,2021_41,2021-10-10,0.004939084622983207
2021,41,20C,2,6074,2021_41,2021-10-10,3.2927230819888045e-4
2021,41,21A (Delta),95,6074,2021_41,2021-10-10,0.015640434639446824
2021,41,21I (Delta),306,6074,2021_41,2021-10-10,0.05037866315442871
2021,41,21J (Delta),5639,6074,2021_41,2021-10-10,0.9283832729667435
2021,41,21K (Omicron),1,6074,2021_41,2021-10-10,1.6463615409944023e-4
2021,42,19A,7,7209,2021_42,2021-10-17,9.710084616451658e-4
2021,42,20A,6,7209,2021_42,2021-10-17,8.322929671244278e-4
2021,42,"20J (Gamma, V3)",1,7209,2021_42,2021-10-17,1.3871549452073797e-4
2021,42,21A (Delta),110,7209,2021_42,2021-10-17,0.015258704397281176
2021,42,21I (Delta),274,7209,2021_42,2021-10-17,0.038008045498682204
2021,42,21J (Delta),6810,7209,2021_42,2021-10-17,0.9446525176862256
2021,42,21K (Omicron),1,7209,2021_42,2021-10-17,1.3871549452073797e-4
2021,43,19A,7,7034,2021_43,2021-10-24,9.95166334944555e-4
2021,43,20A,6,7034,2021_43,2021-10-24,8.529997156667614e-4
2021,43,21A (Delta),136,7034,2021_43,2021-10-24,0.019334660221779928
2021,43,21I (Delta),297,7034,2021_43,2021-10-24,0.04222348592550469
2021,43,21J (Delta),6586,7034,2021_43,2021-10-24,0.9363093545635485
2021,43,21K (Omicron),2,7034,2021_43,2021-10-24,2.843332385555871e-4
2021,44,20A,3,9236,2021_44,2021-10-31,3.2481593763534e-4
2021,44,"20J (Gamma, V3)",1,9236,2021_44,2021-10-31,1.0827197921177999e-4
2021,44,21A (Delta),163,9236,2021_44,2021-10-31,0.01764833261152014
2021,44,21I (Delta),367,9236,2021_44,2021-10-31,0.03973581637072326
2021,44,21J (Delta),8701,9236,2021_44,2021-10-31,0.9420744911216977
2021,44,21K (Omicron),1,9236,2021_44,2021-10-31,1.0827197921177999e-4
2021,45,19A,1,6447,2021_45,2021-11-07,1.5511090429657206e-4
2021,45,20A,2,6447,2021_45,2021-11-07,3.102218085931441e-4
2021,45,"20I (Alpha, V1)",1,6447,2021_45,2021-11-07,1.5511090429657206e-4
2021,45,21A (Delta),120,6447,2021_45,2021-11-07,0.018613308515588647
2021,45,21H (Mu),1,6447,2021_45,2021-11-07,1.5511090429657206e-4
2021,45,21I (Delta),181,6447,2021_45,2021-11-07,0.02807507367767954
2021,45,21J (Delta),6141,6447,2021_45,2021-11-07,0.952536063285249
2021,46,20A,1,6173,2021_46,2021-11-14,1.6199578810950914e-4
2021,46,21A (Delta),71,6173,2021_46,2021-11-14,0.01150170095577515
2021,46,21I (Delta),194,6173,2021_46,2021-11-14,0.031427182893244775
2021,46,21J (Delta),5905,6173,2021_46,2021-11-14,0.9565851287866516
2021,46,21K (Omicron),2,6173,2021_46,2021-11-14,3.239915762190183e-4
2021,47,20A,7,7498,2021_47,2021-11-21,9.335822886102961e-4
2021,47,21A (Delta),83,7498,2021_47,2021-11-21,0.011069618564950654
2021,47,21H (Mu),1,7498,2021_47,2021-11-21,1.3336889837289943e-4
2021,47,21I (Delta),204,7498,2021_47,2021-11-21,0.027207255268071485
2021,47,21J (Delta),7194,7498,2021_47,2021-11-21,0.9594558548946386
2021,47,21K (Omicron),9,7498,2021_47,2021-11-21,0.001200320085356095
2021,48,19A,3,7447,2021_48,2021-11-28,4.0284678393984153e-4
2021,48,20A,11,7447,2021_48,2021-11-28,0.0014771048744460858
2021,48,21A (Delta),70,7447,2021_48,2021-11-28,0.009399758291929636
2021,48,21I (Delta),210,7447,2021_48,2021-11-28,0.02819927487578891
2021,48,21J (Delta),7123,7447,2021_48,2021-11-28,0.9564925473344971
2021,48,21K (Omicron),30,7447,2021_48,2021-11-28,0.004028467839398415
2021,49,19A,10,8381,2021_49,2021-12-05,0.0011931750387781887
2021,49,20A,16,8381,2021_49,2021-12-05,0.001909080062045102
2021,49,20B,2,8381,2021_49,2021-12-05,2.3863500775563775e-4
2021,49,20C,1,8381,2021_49,2021-12-05,1.1931750387781887e-4
2021,49,21A (Delta),70,8381,2021_49,2021-12-05,0.00835222527144732
2021,49,21B (Kappa),1,8381,2021_49,2021-12-05,1.1931750387781887e-4
2021,49,21C (Epsilon),1,8381,2021_49,2021-12-05,1.1931750387781887e-4
2021,49,21I (Delta),212,8381,2021_49,2021-12-05,0.025295310822097603
2021,49,21J (Delta),7880,8381,2021_49,2021-12-05,0.9402219305572127
2021,49,21K (Omicron),188,8381,2021_49,2021-12-05,0.022431690729029948
2021,50,19A,6,7345,2021_50,2021-12-12,8.168822328114364e-4
2021,50,20A,9,7345,2021_50,2021-12-12,0.0012253233492171545
2021,50,20B,2,7345,2021_50,2021-12-12,2.722940776038121e-4
2021,50,21A (Delta),53,7345,2021_50,2021-12-12,0.007215793056501021
2021,50,21H (Mu),1,7345,2021_50,2021-12-12,1.3614703880190606e-4
2021,50,21I (Delta),144,7345,2021_50,2021-12-12,0.019605173587474472
2021,50,21J (Delta),5447,7345,2021_50,2021-12-12,0.7415929203539823
2021,50,21K (Omicron),1682,7345,2021_50,2021-12-12,0.228999319264806
2021,50,21M (Omicron),1,7345,2021_50,2021-12-12,1.3614703880190606e-4
2021,51,19A,16,8801,2021_51,2021-12-19,0.00181797523008749
2021,51,20A,30,8801,2021_51,2021-12-19,0.0034087035564140437
2021,51,20B,15,8801,2021_51,2021-12-19,0.0017043517782070218
2021,51,21A (Delta),27,8801,2021_51,2021-12-19,0.0030678332007726397
2021,51,21I (Delta),71,8801,2021_51,2021-12-19,0.008067265083513237
2021,51,21J (Delta),2663,8801,2021_51,2021-12-19,0.3025792523576866
2021,51,21K (Omicron),5978,8801,2021_51,2021-12-19,0.6792409953414384
2021,51,21M (Omicron),1,8801,2021_51,2021-12-19,1.1362345188046812e-4
2021,52,19A,16,11419,2021_52,2021-12-26,0.001401173482791838
2021,52,20A,32,11419,2021_52,2021-12-26,0.002802346965583676
2021,52,20B,35,11419,2021_52,2021-12-26,0.003065066993607146
2021,52,21A (Delta),11,11419,2021_52,2021-12-26,9.633067694193887e-4
2021,52,21I (Delta),23,11419,2021_52,2021-12-26,0.002014186881513267
2021,52,21J (Delta),1167,11419,2021_52,2021-12-26,0.10219809090112969
2021,52,21K (Omicron),10132,11419,2021_52,2021-12-26,0.8872931079779315
2021,52,21L (Omicron),2,11419,2021_52,2021-12-26,1.7514668534897976e-4
2021,52,21M (Omicron),1,11419,2021_52,2021-12-26,8.757334267448988e-5
2022,1,19A,9,12295,2022_01,2022-01-02,7.320048800325336e-4
2022,1,20A,18,12295,2022_01,2022-01-02,0.0014640097600650671
2022,1,20B,70,12295,2022_01,2022-01-02,0.0056933712891419274
2022,1,21A (Delta),8,12295,2022_01,2022-01-02,6.506710044733631e-4
2022,1,21I (Delta),7,12295,2022_01,2022-01-02,5.693371289141927e-4
2022,1,21J (Delta),557,12295,2022_01,2022-01-02,0.04530296868645791
2022,1,21K (Omicron),11620,12295,2022_01,2022-01-02,0.94509963399756
2022,1,21L (Omicron),4,12295,2022_01,2022-01-02,3.2533550223668155e-4
2022,1,21M (Omicron),2,12295,2022_01,2022-01-02,1.6266775111834078e-4
2022,2,19A,6,12490,2022_02,2022-01-09,0.00048038430744595676
2022,2,20A,4,12490,2022_02,2022-01-09,3.202562049639712e-4
2022,2,20B,20,12490,2022_02,2022-01-09,0.0016012810248198558
2022,2,21A (Delta),3,12490,2022_02,2022-01-09,2.4019215372297838e-4
2022,2,21I (Delta),3,12490,2022_02,2022-01-09,2.4019215372297838e-4
2022,2,21J (Delta),177,12490,2022_02,2022-01-09,0.014171337069655725
2022,2,21K (Omicron),12263,12490,2022_02,2022-01-09,0.9818254603682947
2022,2,21L (Omicron),11,12490,2022_02,2022-01-09,8.807045636509207e-4
2022,2,21M (Omicron),1,12490,2022_02,2022-01-09,8.00640512409928e-5
2022,2,recombinant,2,12490,2022_02,2022-01-09,1.601281024819856e-4
2022,3,19A,2,7454,2022_03,2022-01-16,2.6831231553528306e-4
2022,3,20A,1,7454,2022_03,2022-01-16,1.3415615776764153e-4
2022,3,20B,53,7454,2022_03,2022-01-16,0.007110276361685001
2022,3,20G,1,7454,2022_03,2022-01-16,1.3415615776764153e-4
2022,3,21A (Delta),7,7454,2022_03,2022-01-16,9.390931043734908e-4
2022,3,21J (Delta),85,7454,2022_03,2022-01-16,0.01140327341024953
2022,3,21K (Omicron),7282,7454,2022_03,2022-01-16,0.9769251408639656
2022,3,21L (Omicron),20,7454,2022_03,2022-01-16,0.002683123155352831
2022,3,21M (Omicron),1,7454,2022_03,2022-01-16,1.3415615776764153e-4
2022,3,recombinant,2,7454,2022_03,2022-01-16,2.6831231553528306e-4
2022,4,19A,10,6367,2022_04,2022-01-23,0.001570598397989634
2022,4,20A,1,6367,2022_04,2022-01-23,1.5705983979896342e-4
2022,4,20B,41,6367,2022_04,2022-01-23,0.0064394534317575
2022,4,21J (Delta),30,6367,2022_04,2022-01-23,0.004711795193968902
2022,4,21K (Omicron),6257,6367,2022_04,2022-01-23,0.982723417622114
2022,4,21L (Omicron),25,6367,2022_04,2022-01-23,0.003926495994974085
2022,4,recombinant,3,6367,2022_04,2022-01-23,4.711795193968902e-4
2022,5,19A,10,7037,2022_05,2022-01-30,0.0014210601108426886
2022,5,20A,1,7037,2022_05,2022-01-30,1.4210601108426886e-4
2022,5,20B,40,7037,2022_05,2022-01-30,0.005684240443370754
2022,5,21A (Delta),1,7037,2022_05,2022-01-30,1.4210601108426886e-4
2022,5,21J (Delta),18,7037,2022_05,2022-01-30,0.0025579081995168395
2022,5,21K (Omicron),6906,7037,2022_05,2022-01-30,0.9813841125479608
2022,5,21L (Omicron),57,7037,2022_05,2022-01-30,0.008100042631803325
2022,5,21M (Omicron),2,7037,2022_05,2022-01-30,2.842120221685377e-4
2022,5,recombinant,2,7037,2022_05,2022-01-30,2.842120221685377e-4
2022,6,19A,6,4039,2022_06,2022-02-06,0.0014855162168853676
2022,6,20B,23,4039,2022_06,2022-02-06,0.00569447883139391
2022,6,21A (Delta),1,4039,2022_06,2022-02-06,2.475860361475613e-4
2022,6,21I (Delta),1,4039,2022_06,2022-02-06,2.475860361475613e-4
2022,6,21J (Delta),12,4039,2022_06,2022-02-06,0.0029710324337707352
2022,6,21K (Omicron),3936,4039,2022_06,2022-02-06,0.9744986382768012
2022,6,21L (Omicron),57,4039,2022_06,2022-02-06,0.014112404060410992
2022,6,21M (Omicron),2,4039,2022_06,2022-02-06,4.951720722951226e-4
2022,6,recombinant,1,4039,2022_06,2022-02-06,2.475860361475613e-4
2022,7,19A,3,3124,2022_07,2022-02-13,9.603072983354673e-4
2022,7,20B,26,3124,2022_07,2022-02-13,0.008322663252240717
2022,7,21J (Delta),9,3124,2022_07,2022-02-13,0.002880921895006402
2022,7,21K (Omicron),2974,3124,2022_07,2022-02-13,0.9519846350832266
2022,7,21L (Omicron),111,3124,2022_07,2022-02-13,0.035531370038412294
2022,7,21M (Omicron),1,3124,2022_07,2022-02-13,3.201024327784891e-4
2022,8,19A,3,2276,2022_08,2022-02-20,0.0013181019332161687
2022,8,20A,1,2276,2022_08,2022-02-20,4.393673110720562e-4
2022,8,20B,25,2276,2022_08,2022-02-20,0.010984182776801407
2022,8,21J (Delta),5,2276,2022_08,2022-02-20,0.0021968365553602814
2022,8,21K (Omicron),2101,2276,2022_08,2022-02-20,0.9231107205623902
2022,8,21L (Omicron),141,2276,2022_08,2022-02-20,0.06195079086115993
2022,9,19A,2,1196,2022_09,2022-02-27,0.0016722408026755853
2022,9,20B,8,1196,2022_09,2022-02-27,0.006688963210702341
2022,9,21J (Delta),3,1196,2022_09,2022-02-27,0.002508361204013378
2022,9,21K (Omicron),1045,1196,2022_09,2022-02-27,0.8737458193979933
2022,9,21L (Omicron),137,1196,2022_09,2022-02-27,0.11454849498327759
2022,9,recombinant,1,1196,2022_09,2022-02-27,8.361204013377926e-4
2022,10,19A,3,579,2022_10,2022-03-06,0.0051813471502590676
2022,10,20B,5,579,2022_10,2022-03-06,0.008635578583765112
2022,10,21J (Delta),1,579,2022_10,2022-03-06,0.0017271157167530224
2022,10,21K (Omicron),458,579,2022_10,2022-03-06,0.7910189982728842
2022,10,21L (Omicron),111,579,2022_10,2022-03-06,0.19170984455958548
2022,10,21M (Omicron),1,579,2022_10,2022-03-06,0.0017271157167530224
2022,11,20B,1,199,2022_11,2022-03-13,0.005025125628140704
2022,11,21J (Delta),1,199,2022_11,2022-03-13,0.005025125628140704
2022,11,21K (Omicron),120,199,2022_11,2022-03-13,0.6030150753768844
2022,11,21L (Omicron),77,199,2022_11,2022-03-13,0.3869346733668342
2022,12,21K (Omicron),19,46,2022_12,2022-03-20,0.41304347826086957
2022,12,21L (Omicron),27,46,2022_12,2022-03-20,0.5869565217391305
2022,13,21K (Omicron),6,6,2022_13,2022-03-27,1
